OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
594902,"1320 KERSHAW DR RALEIGH, NC 27609",                                        ,               ,2015-07-27 09:14:00,2015-07-27 11:22:00,2015-07-27 09:08:00,0,15-0022758,111,Building fire,A,9,-78.6603293259863,35.840397908234856
594903,"448 DICKENS DR RALEIGH, NC 27601",                                        ,               ,2015-07-16 15:18:00,2015-07-16 15:36:00,2015-07-16 15:14:00,0,15-0021604,500,Service Call other,C,7,-78.60072074933262,35.783622450249226
594904,"3621 SPRING FOREST RD RALEIGH, NC 27601",HAMPTON INN RA                          ,               ,2015-07-02 08:15:00,2015-07-02 08:23:00,2015-07-02 08:11:00,0,15-0020090,743,Smoke detector activation no fire - unintentional,A,19,-78.5782572231147,35.85533001873573
594905,"4000 WESTCHASE BLVD RALEIGH, NC 27606",WESTCHASE II                            ,               ,2015-07-22 01:46:00,2015-07-22 01:59:00,2015-07-22 01:41:00,0,15-0022194,735,Alarm system sounded due to malfunction,A,14,-78.70740685538081,35.801863708988826
594906,"I 40 WB & US 1 HWY RALEIGH, NC 27603",EXIT 293 US 1 HWY                       ,               ,2015-07-20 16:50:00,2015-07-20 17:20:00,2015-07-20 16:45:00,0,15-0022034,131,Passenger vehicle fire,B,20,-78.64872979664246,35.75270795370935
594907,"4916 ELIZABETH DR RALEIGH, NC 27601",                                        ,               ,2015-07-26 17:24:00,2015-07-26 17:40:00,2015-07-26 17:19:00,0,15-9019886,445,Arcing shorted electrical equipment,A,27,-78.5329675809858,35.84679251521901
594908,"130 GAS LIGHT CREEK CT RALEIGH, NC 27601",                                        ,               ,2015-07-14 03:44:00,2015-07-14 04:10:00,2015-07-14 03:39:00,0,15-0021385,735,Alarm system sounded due to malfunction,B,1,-78.6345159991419,35.77546935808375
594909,"10341 MONCREIFFE RD RALEIGH, NC 27603",EARTH FARE                              ,               ,2015-07-24 13:08:00,2015-07-24 13:20:00,2015-07-24 13:05:00,0,15-0022453,745,Alarm system activation no fire - unintentional,B,24,-78.79139755308677,35.899746186275244
594910,"1844 WAKE FOREST RD RALEIGH, NC 27608",JILL'S TANNING,               ,2015-07-21 21:27:00,2015-07-21 21:33:00,2015-07-21 21:21:00,0,15-0022153,622,No Incident found on arrival at dispatch address,A,6,-78.62483542934841,35.805516100196925
594911,"1200 NEW WORLD CIR RALEIGH, NC 27601",                                        ,102,2015-07-25 15:41:00,2015-07-25 15:59:00,2015-07-25 15:36:00,0,15-0022568,671,HazMat release investigation w/no HazMat,C,18,-78.66008738183251,35.904998518726565
594913,"2525 MELVID CT RALEIGH, NC 27601",                                        ,               ,2015-07-31 21:50:00,2015-07-31 21:52:00,2015-07-31 21:39:00,0,15-0023231,140,Natural vegetation fire Other,B,7,-78.60528550161794,35.771900823189156
594914,"1707 HILLSBOROUGH ST RALEIGH, NC 27601",DOUBLE TREE HILTON                      ,               ,2015-07-31 22:00:00,2015-07-31 22:53:00,2015-07-31 21:56:00,0,15-0023234,741,Sprinkler activation no fire - unintentional,B,5,-78.65976934318766,35.78499409185979
594916,"1800 GLENWOOD AVE RALEIGH, NC 27608",HAYES BARTON BAPTIST CHURCH             ,               ,2015-07-13 18:29:00,2015-07-13 18:37:00,2015-07-13 18:25:00,0,15-0021329,743,Smoke detector activation no fire - unintentional,B,6,-78.64589150302696,35.80414613294041
594917,"1625 BATTERY DR RALEIGH, NC 27601",                                        ,               ,2015-07-31 17:07:00,2015-07-31 17:58:00,2015-07-31 17:03:00,0,15-0023202,444,Power line down,B,3,-78.61424091538147,35.77490667885129
594918,"514 METHOD RD RALEIGH, NC 27606",METHOD COMMUNITY PARK                   ,               ,2015-07-16 09:59:00,2015-07-16 10:06:00,2015-07-16 09:54:00,0,15-0021582,154,Dumpster or other outside trash receptacle fire,B,8,-78.69368941929555,35.793288583840564
594920,"5200 TRADEMARK DR RALEIGH, NC 27601",                                        ,101,2015-07-19 20:35:00,2015-07-19 20:56:00,2015-07-19 20:30:00,0,15-0021945,743,Smoke detector activation no fire - unintentional,A,12,-78.5490628378652,35.766877868286194
594922,"4510 DURALEIGH RD RALEIGH, NC 27601",THE COVINGTON                           ,208,2015-07-22 19:32:00,2015-07-22 19:42:00,2015-07-22 19:27:00,0,15-0022262,554,Assist invalid,B,17,-78.71409123198634,35.83955981613335
594923,"8005 BRIER CREEK PKWY RALEIGH, NC 27603",ATT STORE                               ,               ,2015-07-30 17:43:00,2015-07-30 17:53:00,2015-07-30 17:39:00,0,15-0023089,500,Service Call other,A,24,-78.78247821027514,35.91177502905889
594924,"2639 S SAUNDERS ST RALEIGH, NC 27601",CLAREMONT INN                           ,               ,2015-07-13 02:15:00,2015-07-13 02:18:00,2015-07-13 02:11:00,0,15-0021256,700,False alarm or false call Other,A,2,-78.64879485083868,35.74754287275124
594927,"ANGEL FALLS RD & LONDON BELL DR RALEIGH, NC 27603",                                        ,               ,2015-08-01 16:46:00,2015-08-01 16:53:00,2015-08-01 16:42:00,0,15-0023311,140,Natural vegetation fire Other,C,25,-78.55415742279328,35.94800832154283
594929,"I 440 EB & NEW BERN AVE RALEIGH, NC 27601",EXIT 13 NEW BERN AVE                    ,               ,2015-08-01 18:34:00,2015-08-01 18:39:00,2015-08-01 18:29:00,0,15-0023323,140,Natural vegetation fire Other,C,7,-78.58278009594149,35.794453781842215
594930,"N MCDOWELL ST & W EDENTON ST RALEIGH, NC 27601",                                        ,               ,2015-08-01 20:46:00,2015-08-01 21:13:00,2015-08-01 20:41:00,0,15-0023336,445,Arcing shorted electrical equipment,C,3,-78.64166962780409,35.7812974242959
594931,"381 INITIATIVE WAY RALEIGH, NC 27601",NCSU INNOVATION HALL                    ,               ,2015-08-01 21:27:00,2015-08-01 21:42:00,2015-08-01 21:21:00,0,15-0023342,743,Smoke detector activation no fire - unintentional,C,20,-78.6729928451055,35.76855550082007
594933,"NEW BERN AVE & KINGS PKWY RALEIGH, NC 27601",RDU MOTORSPORTS CAR DEALERSHIP          ,               ,2015-08-02 04:13:00,2015-08-02 04:22:00,2015-08-02 04:09:00,0,15-0023383,622,No Incident found on arrival at dispatch address,C,21,-78.5534504612411,35.79627574310855
594934,"10820 SANDY OAK LN RALEIGH, NC 27601",ALTA OAKRIDGE APTS                      ,               ,2015-08-02 15:50:00,2015-08-02 15:59:00,2015-08-02 15:45:00,0,15-0023419,743,Smoke detector activation no fire - unintentional,B,22,-78.5932686922482,35.90809033172603
594936,"3009 M E VALENTINE DR RALEIGH, NC 27601",VALENTINE DORMATORIES                   ,               ,2015-08-02 16:28:00,2015-08-02 16:33:00,2015-08-02 16:24:00,0,15-0023426,743,Smoke detector activation no fire - unintentional,B,5,-78.67659616108496,35.78831984716983
594937,"351 INITIATIVE WAY RALEIGH, NC 27601",NCSU VALLEY HALL                        ,               ,2015-08-02 17:45:00,2015-08-02 18:01:00,2015-08-02 17:40:00,0,15-0023437,743,Smoke detector activation no fire - unintentional,B,20,-78.67320641956431,35.767840624450095
594938,"1900 ENTREPRENEUR DR RALEIGH, NC 27601",WOLF HALL                               ,               ,2015-08-03 00:50:00,2015-08-03 01:02:00,2015-08-03 00:45:00,0,15-0023473,743,Smoke detector activation no fire - unintentional,B,20,-78.67408516864322,35.77012244395634
594940,"3205 STEINER TRL RALEIGH, NC 27601",                                        ,               ,2015-08-03 02:21:00,2015-08-03 05:51:00,2015-08-03 02:17:00,0,15-0023487,111,Building fire,B,26,-78.5439758706507,35.73761576163328
594941,"TRYON RD & SADIE HOPKINS ST RALEIGH, NC 27603",                                        ,               ,2015-08-03 02:45:00,2015-08-03 03:12:00,2015-08-03 02:41:00,0,15-0023490,142,Brush or brush-and-grass mixture fire,B,20,-78.68619543154861,35.74295804402886
594942,"DURANT RD & RAVEN RIDGE RD RALEIGH, NC 27603",                                        ,               ,2015-08-03 03:32:00,2015-08-03 03:41:00,2015-08-03 03:28:00,0,15-0023495,622,No Incident found on arrival at dispatch address,B,22,-78.59088049501425,35.90529730720575
594944,"FRANK ST & CLIFTON ST RALEIGH, NC 27601",                                        ,               ,2015-08-03 14:22:00,2015-08-03 14:26:00,2015-08-03 14:18:00,0,15-0023534,650,Steam Other gas mistaken for smoke Other,C,7,-78.62668961767186,35.79621723812821
594945,"1914 GAILLARD DR RALEIGH, NC 27603",                                        ,               ,2015-08-03 17:40:00,2015-08-03 18:00:00,2015-08-03 17:34:00,0,15-0023561,551,Assist police or other governmental agency,C,25,-78.57480950971552,35.923525735423596
594947,"INFINITY LN & WOODMEADOW PKWY RALEIGH, NC 27601",                                        ,               ,2015-08-03 20:25:00,2015-08-03 21:21:00,2015-08-03 20:21:00,0,15-0023586,142,Brush or brush-and-grass mixture fire,C,12,-78.58611715127073,35.7582444135349
594948,"3820 WADE AVE RALEIGH, NC 27601",WADE AT I 440                           ,               ,2015-08-03 20:29:00,2015-08-03 20:30:00,2015-08-03 20:25:00,0,15-0023589,611,Dispatched & cancelled en route,C,8,-78.74327922572263,35.820112375427854
594949,"CAPITAL BLVD & DURANT RD RALEIGH, NC 27601",                                        ,               ,2015-08-03 20:36:00,2015-08-03 20:39:00,2015-08-03 20:32:00,0,15-0023591,700,False alarm or false call Other,C,22,-78.55958028716051,35.893199634497385
594951,"I 40 WB & LAKE WHEELER RD RALEIGH, NC 27601",EXIT 297 LAKE WHEELER RD                ,               ,2015-08-03 21:40:00,2015-08-03 21:54:00,2015-08-03 21:36:00,0,15-0023597,463,Vehicle accident general cleanup,C,2,-78.66533216417781,35.7571745571267
594954,"BLUE RIDGE RD & WADE AVE RALEIGH, NC 27601",                                        ,               ,2015-08-04 16:09:00,2015-08-04 16:25:00,2015-08-04 16:05:00,0,15-0023678,131,Passenger vehicle fire,A,8,-78.70697817303902,35.80383509775714
594957,"CAMDEN ST & E MARTIN ST RALEIGH, NC 27601",                                        ,               ,2015-08-04 17:39:00,2015-08-04 17:46:00,2015-08-04 17:38:00,0,15-0023694,700,False alarm or false call Other,A,3,-78.62644859698617,35.776492657903745
594958,"W MILLBROOK RD & CREEDMOOR RD RALEIGH, NC 27601",                                        ,               ,2015-08-04 18:24:00,2015-08-04 18:29:00,2015-08-04 18:21:00,0,15-0023697,140,Natural vegetation fire Other,A,16,-78.6807490699485,35.85965002441978
594959,"10050 GLENWOOD AVE RALEIGH, NC 27603",WALMART RA                              ,               ,2015-08-05 05:03:00,2015-08-05 05:07:00,2015-08-05 04:57:00,0,15-0023744,700,False alarm or false call Other,A,24,-78.7779287203665,35.91222402531022
594960,"S MCDOWELL ST & W HARGETT ST RALEIGH, NC 27601",                                        ,               ,2015-08-05 05:49:00,2015-08-05 05:51:00,2015-08-05 05:45:00,0,15-0023746,611,Dispatched & cancelled en route,A,1,-78.64182269354198,35.778350410027315
594961,"TARHEEL DR & WOLFPACK LN RALEIGH, NC 27601",                                        ,               ,2015-08-05 12:50:00,2015-08-05 13:28:00,2015-08-05 12:47:00,0,15-0023763,412,Gas leak (natural gas or LPG),C,11,-78.61019989438154,35.82410643020201
594962,"LEESVILLE RD & STRICKLAND RD RALEIGH, NC 27601",                                        ,               ,2015-08-05 17:38:00,2015-08-05 17:42:00,2015-08-05 17:35:00,0,15-9020845,412,Gas leak (natural gas or LPG),C,23,-78.72837847664285,35.908043002163545
594963,"GLENWOOD AVE & WESTGATE RD RALEIGH, NC 27603",                                        ,               ,2015-08-05 18:07:00,2015-08-05 18:15:00,2015-08-05 18:01:00,0,15-0023800,140,Natural vegetation fire Other,C,24,-78.76575975525223,35.90167750343963
594965,"I 440 EB & GLENWOOD AVE RALEIGH, NC 27601",EXIT 8 SIX FORKS RD                     ,               ,2015-08-05 21:36:00,2015-08-05 21:49:00,2015-08-05 21:29:00,0,15-0023821,251,Excessive heat scorch burns with no ignition,C,16,-78.66960364257403,35.835403195706135
594968,"SPRINGFIELD CREEK DR & FORESTVILLE RD RALEIGH, NC 27603",                                        ,               ,2015-08-05 22:18:00,2015-08-05 23:01:00,2015-08-05 22:18:00,0,15-0023832,500,Service Call other,C,28,-78.50987436719474,35.87786852498897
594969,"SADIE HOPKINS ST & TRYON RD RALEIGH, NC 27601",                                        ,               ,2015-08-05 22:50:00,2015-08-05 22:57:00,2015-08-05 22:46:00,0,15-9020875,622,No Incident found on arrival at dispatch address,C,20,-78.68619543154861,35.74295804402886
594970,"BOONE TRL & SHELDEN DR RALEIGH, NC 27601",                                        ,               ,2015-08-06 00:17:00,2015-08-06 00:37:00,2015-08-06 00:17:00,0,15-0023844,622,No Incident found on arrival at dispatch address,C,10,-78.63420398998922,35.73955327584754
594971,"381 INITIATIVE WAY RALEIGH, NC 27601",NCSU INNOVATION HALL                    ,332,2015-08-06 00:30:00,2015-08-06 00:32:00,2015-08-06 00:27:00,0,15-0023848,611,Dispatched & cancelled en route,C,20,-78.6729928451055,35.76855550082007
594972,"5229 AWLS HAVEN DR RALEIGH, NC 27601",ANNIE LOUISE WILKERSON MD NATURE PRESERV,               ,2015-08-06 12:59:00,2015-08-06 13:38:00,2015-08-06 12:53:00,0,15-0023893,745,Alarm system activation no fire - unintentional,A,22,-78.5981853838006,35.92268703480524
594973,"CAPITAL BLVD & OLD BUFFALOE RD RALEIGH, NC 27601",                                        ,               ,2015-08-06 15:07:00,2015-08-06 15:12:00,2015-08-06 15:04:00,0,15-0023904,142,Brush or brush-and-grass mixture fire,A,11,-78.58533291034959,35.829148957466494
594975,"371 INITIATIVE WAY RALEIGH, NC 27601",NCSU GROVE HALL                         ,               ,2015-08-06 23:28:00,2015-08-06 23:42:00,2015-08-06 23:22:00,0,15-0023958,744,Detector activation no fire - unintentional,A,20,-78.67342575851228,35.768599595819026
594977,"LAKE WOODARD DR & BRENTWOOD RD RALEIGH, NC 27601",BRENTMOOR APTS POOL                     ,               ,2015-08-07 04:12:00,2015-08-07 05:12:00,2015-08-07 04:06:00,0,15-0023975,445,Arcing shorted electrical equipment,A,11,-78.59488193624276,35.80626862935729
594979,"CREEDMOOR RD & I 540 EB RALEIGH, NC 27601",                                        ,               ,2015-08-08 00:40:00,2015-08-08 01:00:00,2015-08-08 00:32:00,0,15-9021071,551,Assist police or other governmental agency,B,18,-78.68199624597321,35.914839532569324
594980,"2601 NOBLEWOOD CIR RALEIGH, NC 27601",THE AVENUES                             ,1,2015-08-08 00:51:00,2015-08-08 01:16:00,2015-08-08 00:46:00,0,15-0024053,730,System malfunction Other,B,11,-78.61106939350796,35.8160006231761
594981,"2601 NOBLEWOOD CIR RALEIGH, NC 27601",THE AVENUE                              ,               ,2015-08-08 03:06:00,2015-08-08 03:14:00,2015-08-08 03:01:00,0,15-0024061,730,System malfunction Other,B,11,-78.61106939350796,35.8160006231761
594982,"S EAST ST & BRANCH ST RALEIGH, NC 27601",                                        ,               ,2015-08-08 04:49:00,2015-08-08 04:51:00,2015-08-08 04:43:00,0,15-0024069,611,Dispatched & cancelled en route,B,2,-78.63301478314811,35.7645336370325
594983,"E JONES ST & N STATE ST RALEIGH, NC 27601",                                        ,               ,2015-08-08 05:21:00,2015-08-08 05:24:00,2015-08-08 05:15:00,0,15-0024072,552,Police matter,B,3,-78.62399239818352,35.782029047478915
594985,"WADE AVE & I 40 EB RALEIGH, NC 27601",EXIT 289 WADE AVE                       ,               ,2015-08-08 06:36:00,2015-08-08 06:47:00,2015-08-08 06:31:00,0,15-0024078,200,Overpressure rupture explosion overheat other,B,14,-78.74405993985795,35.82059479541735
594988,"I 40 EB & S SAUNDERS ST RALEIGH, NC 27603",EXIT 298 SAUNDERS ST                    ,               ,2015-08-08 14:38:00,2015-08-08 14:59:00,2015-08-08 14:32:00,0,15-0024100,621,Wrong location,A,2,-78.64915530164309,35.752749233982264
594989,"I 440 WB & NEW BERN AVE RALEIGH, NC 27601",EXIT 13 NEW BERN AVE                    ,               ,2015-08-08 14:48:00,2015-08-08 15:14:00,2015-08-08 14:45:00,0,15-0024102,130,Mobile property (vehicle) fire Other,A,12,-78.58278009594149,35.794453781842215
594990,"I 440 EB & SIX FORKS RD RALEIGH, NC 27609",EXIT 8 SIX FORKS RD                     ,               ,2015-08-08 20:29:00,2015-08-08 20:38:00,2015-08-08 20:26:00,0,15-0024138,143,Grass fire,A,9,-78.63876799128299,35.83473633338792
594991,"100 E TRYON RD RALEIGH, NC 27601",FIRST CITIZENS RA                       ,               ,2015-08-08 20:38:00,2015-08-08 20:57:00,2015-08-08 20:33:00,0,15-0024140,744,Detector activation no fire - unintentional,A,2,-78.63988057093202,35.72958521875397
594992,"PROCTOR RD & ROCK QUARRY RD RALEIGH, NC 27601",                                        ,               ,2015-08-09 04:14:00,2015-08-09 04:15:00,2015-08-09 04:09:00,0,15-0024173,611,Dispatched & cancelled en route,A,10,-78.61246219362674,35.75445430619037
